1931 12    0.2355
1932  1    1.1505
1932  2   -0.3643
1932  3   -0.4436
1932  4    0.4648
1932  5   -0.0770
1932  6    0.0125
1932  7    0.1674
1932  8    0.0345
1932  9    0.4187
1932 10    0.4180
1932 11   -0.2519
1932 12   -0.1961
1933  1   -0.6291
1933  2   -0.8000
1933  3   -0.5280
1933  4   -0.3718
1933  5   -0.2015
1933  6   -0.1549
1933  7    0.1246
1933  8    0.0171
1933  9   -0.1347
1933 10   -0.0545
1933 11    0.2102
1933 12   -0.6342
1934  1   -0.3687
1934  2    0.9455
1934  3   -0.4002
1934  4   -0.3920
1934  5    0.3461
1934  6    0.0087
1934  7   -0.0046
1934  8    0.0181
1934  9   -0.3544
1934 10    0.2729
1934 11    0.6696
1934 12    0.3827
1935  1   -0.5820
1935  2    1.5134
1935  3    0.2472
1935  4   -0.5662
1935  5   -0.3067
1935  6   -0.0724
1935  7    0.1309
1935  8    0.1433
1935  9    0.2020
1935 10    0.3461
1935 11   -0.8660
1935 12   -0.3544
1936  1   -0.6228
1936  2   -0.9547
1936  3   -0.2583
1936  4   -0.3119
1936  5    0.1179
1936  6    0.0887
1936  7    0.3937
1936  8    0.0343
1936  9    0.1103
1936 10    0.3141
1936 11    0.4307
1936 12    0.4510
1937  1   -0.5224
1937  2    0.3384
1937  3   -0.6742
1937  4   -0.2460
1937  5    0.2450
1937  6    0.3792
1937  7    0.1743
1937  8    0.2184
1937  9    0.5414
1937 10    0.5246
1937 11    0.1690
1937 12   -0.1995
1938  1    0.4044
1938  2    0.4187
1938  3    0.4873
1938  4    0.7369
1938  5    0.1406
1938  6   -0.0969
1938  7    0.1932
1938  8    0.3340
1938  9    0.4603
1938 10    0.5188
1938 11    0.6632
1938 12   -0.3780
1939  1    0.3004
1939  2    0.2684
1939  3   -0.2952
1939  4   -0.0570
1939  5    0.1594
1939  6    0.1430
1939  7    0.2948
1939  8    0.2956
1939  9    0.0889
1939 10   -0.1248
1939 11    0.3073
1939 12    1.8296
1940  1   -0.6847
1940  2    0.2521
1940  3    0.1375
1940  4    0.4046
1940  5   -0.0473
1940  6    0.0583
1940  7    0.1701
1940  8   -0.0998
1940  9    0.3201
1940 10    0.0999
1940 11    0.0240
1940 12    0.4571
1941  1    0.2049
1941  2    0.4341
1941  3    0.0795
1941  4    0.1584
1941  5    0.1819
1941  6    0.2557
1941  7    0.2843
1941  8    0.1993
1941  9   -0.0786
1941 10    0.3870
1941 11   -0.1535
1941 12   -0.1323
1942  1    0.3833
1942  2   -0.4117
1942  3   -0.0016
1942  4   -0.0081
1942  5   -0.0004
1942  6    0.2507
1942  7    0.0220
1942  8   -0.1854
1942  9    0.0723
1942 10    0.4211
1942 11    0.4311
1942 12    0.2829
1943  1   -0.4965
1943  2    0.5080
1943  3   -0.2005
1943  4    0.3927
1943  5    0.3772
1943  6   -0.2077
1943  7    0.0952
1943  8    0.1688
1943  9    0.1048
1943 10    0.4717
1943 11    0.3092
1943 12    0.9118
1944  1    1.0147
1944  2    0.5947
1944  3    0.5723
1944  4    0.0944
1944  5    0.3648
1944  6    0.2374
1944  7    0.1891
1944  8    0.0536
1944  9    0.4125
1944 10    0.3573
1944 11   -0.1935
1944 12   -0.5480
1945  1   -0.3131
1945  2   -0.9566
1945  3   -0.2298
1945  4    0.1658
1945  5   -0.0834
1945  6   -0.0929
1945  7   -0.1290
1945  8    0.3006
1945  9    0.0864
1945 10    0.2645
1945 11    0.0118
1945 12   -0.7545
1946  1    0.5385
1946  2    0.4852
1946  3   -0.0122
1946  4    0.6555
1946  5   -0.0955
1946  6   -0.1226
1946  7    0.0055
1946  8    0.0237
1946  9   -0.0698
1946 10    0.0607
1946 11    0.0236
1946 12   -0.9598
1947  1   -0.5553
1947  2   -0.2372
1947  3    0.5203
1947  4    0.3767
1947  5    0.0088
1947  6   -0.0601
1947  7    0.0104
1947  8   -0.0040
1947  9    0.1939
1947 10    0.7627
1947 11    0.2406
1947 12   -0.0380
1948  1    0.9126
1948  2   -0.0759
1948  3   -0.3315
1948  4    0.1296
1948  5    0.3355
1948  6    0.1135
1948  7    0.0142
1948  8    0.0626
1948  9    0.0609
1948 10    0.1494
1948 11    0.1133
1948 12   -0.3505
1949  1    0.6233
1949  2   -0.4004
1949  3   -0.1946
1949  4    0.1286
1949  5    0.2298
1949  6   -0.2144
1949  7   -0.2397
1949  8   -0.0109
1949  9   -0.2011
1949 10    0.1426
1949 11    0.1419
1949 12   -0.6213
1950  1   -1.0647
1950  2   -0.6325
1950  3   -0.1046
1950  4   -0.3192
1950  5   -0.0362
1950  6   -0.1508
1950  7   -0.4039
1950  8   -0.5094
1950  9   -0.1793
1950 10   -0.1678
1950 11   -1.0869
1950 12   -0.2314
1951  1   -0.6620
1951  2   -1.2281
1951  3   -0.4507
1951  4    0.0303
1951  5    0.2618
1951  6   -0.1468
1951  7    0.0343
1951  8    0.1922
1951  9    0.3274
1951 10    0.1741
1951 11   -0.0714
1951 12    0.8308
1952  1    0.2608
1952  2   -0.0386
1952  3   -0.6838
1952  4    0.0799
1952  5   -0.0030
1952  6    0.1703
1952  7    0.1997
1952  8    0.0323
1952  9    0.1963
1952 10   -0.3276
1952 11   -0.9261
1952 12   -0.2347
1953  1    0.3278
1953  2    0.5802
1953  3    0.4951
1953  4    0.3785
1953  5    0.2517
1953  6    0.2321
1953  7    0.2325
1953  8    0.1711
1953  9    0.1558
1953 10    0.2621
1953 11   -0.3669
1953 12    0.3457
1954  1   -0.9160
1954  2   -0.3245
1954  3   -0.3803
1954  4   -0.3695
1954  5   -0.4296
1954  6    0.0312
1954  7   -0.0579
1954  8    0.0059
1954  9    0.0967
1954 10    0.1261
1954 11    0.5444
1954 12   -0.3599
1955  1    0.8590
1955  2   -0.1075
1955  3   -0.9311
1955  4   -0.4729
1955  5    0.0461
1955  6    0.0172
1955  7   -0.0575
1955  8    0.1546
1955  9   -0.0207
1955 10    0.2194
1955 11   -0.3502
1955 12   -0.5055
1956  1   -0.4836
1956  2   -0.9024
1956  3   -0.5749
1956  4   -0.5523
1956  5   -0.2984
1956  6   -0.0971
1956  7   -0.3481
1956  8   -0.3729
1956  9   -0.4481
1956 10   -0.4483
1956 11   -0.4104
1956 12   -0.4507
1957  1   -0.4938
1957  2   -0.5177
1957  3   -0.5330
1957  4   -0.4348
1957  5   -0.2669
1957  6   -0.0016
1957  7   -0.2078
1957  8   -0.0433
1957  9    0.0846
1957 10   -0.2239
1957 11    0.1022
1957 12    0.7351
1958  1    0.8701
1958  2    0.3078
1958  3   -0.0790
1958  4   -0.0738
1958  5   -0.0094
1958  6   -0.2299
1958  7   -0.2207
1958  8   -0.0341
1958  9   -0.2365
1958 10   -0.1220
1958 11    0.1530
1958 12    0.3372
1959  1    0.1842
1959  2   -0.0880
1959  3    0.6066
1959  4    0.2018
1959  5   -0.1550
1959  6    0.1492
1959  7   -0.0937
1959  8   -0.0157
1959  9    0.0406
1959 10   -0.3926
1959 11   -0.6482
1959 12   -0.1388
1960  1   -0.1617
1960  2    0.7926
1960  3   -1.1297
1960  4   -0.3245
1960  5   -0.3799
1960  6    0.1937
1960  7   -0.1624
1960  8   -0.0399
1960  9    0.0277
1960 10   -0.1655
1960 11   -0.3852
1960 12    0.6799
1961  1    0.2704
1961  2    0.4432
1961  3    0.4495
1961  4    0.0167
1961  5    0.1459
1961  6    0.1866
1961  7   -0.0996
1961  8   -0.0948
1961  9   -0.2259
1961 10   -0.5334
1961 11   -0.0820
1961 12   -0.3228
1962  1    0.4831
1962  2    0.6221
1962  3    0.2492
1962  4    0.2274
1962  5    0.1698
1962  6   -0.2979
1962  7    0.0031
1962  8   -0.0846
1962  9   -0.1208
1962 10    0.1704
1962 11    0.0432
1962 12    0.3548
1963  1    0.1803
1963  2    1.1946
1963  3   -0.0736
1963  4   -0.2603
1963  5   -0.2311
1963  6   -0.1418
1963  7    0.1378
1963  8    0.1465
1963  9    0.2473
1963 10    0.6417
1963 11    0.5580
1963 12    0.0429
1964  1    0.0525
1964  2   -0.5451
1964  3   -0.5869
1964  4   -0.5584
1964  5   -0.1479
1964  6   -0.1486
1964  7   -0.1620
1964  8   -0.3090
1964  9   -0.4465
1964 10   -0.5350
1964 11   -0.1506
1964 12   -0.3954
1965  1    0.1427
1965  2   -0.8175
1965  3   -0.1217
1965  4   -0.5178
1965  5   -0.1703
1965  6   -0.2625
1965  7   -0.2001
1965  8   -0.4299
1965  9   -0.3757
1965 10    0.0642
1965 11   -0.4740
1965 12   -0.0655
1966  1   -0.3531
1966  2   -0.1394
1966  3   -0.0052
1966  4   -0.5221
1966  5   -0.1005
1966  6   -0.0063
1966  7    0.0916
1966  8    0.1312
1966  9    0.1350
1966 10   -0.1930
1966 11   -0.4067
1966 12   -0.7369
1967  1   -0.4170
1967  2   -0.5670
1967  3    0.1744
1967  4    0.0459
1967  5    0.1494
1967  6   -0.2501
1967  7   -0.1373
1967  8   -0.2141
1967  9   -0.2320
1967 10    0.4523
1967 11    0.0025
1967 12    0.0602
1968  1   -0.5902
1968  2   -0.1766
1968  3    1.2023
1968  4    0.0079
1968  5   -0.1149
1968  6   -0.2904
1968  7   -0.3133
1968  8   -0.3123
1968  9   -0.2943
1968 10   -0.2574
1968 11   -0.3989
1968 12   -0.7421
1969  1   -1.8159
1969  2   -1.5473
1969  3   -0.2501
1969  4   -0.0319
1969  5   -0.1757
1969  6   -0.2122
1969  7   -0.1030
1969  8   -0.1396
1969  9   -0.1707
1969 10   -0.2230
1969 11    0.3794
1969 12    0.5118
1970  1   -0.1360
1970  2    0.5175
1970  3   -0.4261
1970  4    0.0703
1970  5   -0.1096
1970  6   -0.0266
1970  7   -0.0027
1970  8   -0.1069
1970  9   -0.1562
1970 10   -0.4901
1970 11   -0.0683
1970 12   -0.4211
1971  1    0.0482
1971  2   -0.6020
1971  3   -0.4009
1971  4   -0.2131
1971  5   -0.0629
1971  6   -0.1184
1971  7   -0.2352
1971  8   -0.1880
1971  9   -0.0750
1971 10   -0.0745
1971 11    0.5763
1971 12    0.2343
1972  1   -1.2636
1972  2   -1.1146
1972  3   -0.0405
1972  4   -0.0440
1972  5   -0.2879
1972  6   -0.1289
1972  7   -0.2494
1972  8   -0.1409
1972  9   -0.5459
1972 10   -0.2988
1972 11   -0.5115
1972 12   -0.1746
1973  1   -0.0391
1973  2    0.7749
1973  3    0.6405
1973  4    0.3073
1973  5    0.2062
1973  6    0.2868
1973  7    0.0125
1973  8    0.0010
1973  9   -0.0889
1973 10   -0.0664
1973 11   -0.0667
1973 12    0.4078
1974  1   -0.8613
1974  2   -0.9161
1974  3    0.0473
1974  4    0.0944
1974  5   -0.1726
1974  6   -0.1829
1974  7   -0.1210
1974  8   -0.2411
1974  9   -0.2397
